"id","dt","isworkday","isholiday"
551,2021-07-04 00:00:00.000,false,false
552,2021-07-05 00:00:00.000,true,false
553,2021-07-06 00:00:00.000,true,false
554,2021-07-07 00:00:00.000,true,false
555,2021-07-08 00:00:00.000,true,false
556,2021-07-09 00:00:00.000,true,false
557,2021-07-10 00:00:00.000,false,false
558,2021-07-11 00:00:00.000,false,false
559,2021-07-12 00:00:00.000,true,false
560,2021-07-13 00:00:00.000,true,false
561,2021-07-14 00:00:00.000,true,false
562,2021-07-15 00:00:00.000,true,false
563,2021-07-16 00:00:00.000,true,false
564,2021-07-17 00:00:00.000,false,false
565,2021-07-18 00:00:00.000,false,false
566,2021-07-19 00:00:00.000,true,false
567,2021-07-20 00:00:00.000,true,false
568,2021-07-21 00:00:00.000,true,false
569,2021-07-22 00:00:00.000,true,false
570,2021-07-23 00:00:00.000,true,false
571,2021-07-24 00:00:00.000,false,false
572,2021-07-25 00:00:00.000,false,false
573,2021-07-26 00:00:00.000,true,false
574,2021-07-27 00:00:00.000,true,false
575,2021-07-28 00:00:00.000,true,false
576,2021-07-29 00:00:00.000,true,false
577,2021-07-30 00:00:00.000,true,false
578,2021-07-31 00:00:00.000,false,false
579,2021-08-01 00:00:00.000,false,false
580,2021-08-02 00:00:00.000,true,false
581,2021-08-03 00:00:00.000,true,false
582,2021-08-04 00:00:00.000,true,false
583,2021-08-05 00:00:00.000,true,false
584,2021-08-06 00:00:00.000,true,false
585,2021-08-07 00:00:00.000,false,false
586,2021-08-08 00:00:00.000,false,false
587,2021-08-09 00:00:00.000,true,false
588,2021-08-10 00:00:00.000,true,false
589,2021-08-11 00:00:00.000,true,false
590,2021-08-12 00:00:00.000,true,false
591,2021-08-13 00:00:00.000,true,false
592,2021-08-14 00:00:00.000,false,false
593,2021-08-15 00:00:00.000,false,false
594,2021-08-16 00:00:00.000,true,false
595,2021-08-17 00:00:00.000,true,false
596,2021-08-18 00:00:00.000,true,false
597,2021-08-19 00:00:00.000,true,false
598,2021-08-20 00:00:00.000,true,false
599,2021-08-21 00:00:00.000,false,false
600,2021-08-22 00:00:00.000,false,false
601,2021-08-23 00:00:00.000,true,false
602,2021-08-24 00:00:00.000,true,false
603,2021-08-25 00:00:00.000,true,false
604,2021-08-26 00:00:00.000,true,false
605,2021-08-27 00:00:00.000,true,false
606,2021-08-28 00:00:00.000,false,false
607,2021-08-29 00:00:00.000,false,false
608,2021-08-30 00:00:00.000,true,false
609,2021-08-31 00:00:00.000,true,false
610,2021-09-01 00:00:00.000,true,false
611,2021-09-02 00:00:00.000,true,false
612,2021-09-03 00:00:00.000,true,false
613,2021-09-04 00:00:00.000,false,false
614,2021-09-05 00:00:00.000,false,false
615,2021-09-06 00:00:00.000,true,false
616,2021-09-07 00:00:00.000,true,false
617,2021-09-08 00:00:00.000,true,false
618,2021-09-09 00:00:00.000,true,false
619,2021-09-10 00:00:00.000,true,false
620,2021-09-11 00:00:00.000,false,false
621,2021-09-12 00:00:00.000,false,false
622,2021-09-13 00:00:00.000,true,false
623,2021-09-14 00:00:00.000,true,false
624,2021-09-15 00:00:00.000,true,false
625,2021-09-16 00:00:00.000,true,false
626,2021-09-17 00:00:00.000,true,false
627,2021-09-18 00:00:00.000,false,false
628,2021-09-19 00:00:00.000,false,false
629,2021-09-20 00:00:00.000,true,false
630,2021-09-21 00:00:00.000,true,false
631,2021-09-22 00:00:00.000,true,false
632,2021-09-23 00:00:00.000,true,false
633,2021-09-24 00:00:00.000,true,false
634,2021-09-25 00:00:00.000,false,false
635,2021-09-26 00:00:00.000,false,false
636,2021-09-27 00:00:00.000,true,false
637,2021-09-28 00:00:00.000,true,false
638,2021-09-29 00:00:00.000,true,false
639,2021-09-30 00:00:00.000,true,false
640,2021-10-01 00:00:00.000,true,false
641,2021-10-02 00:00:00.000,false,false
642,2021-10-03 00:00:00.000,false,false
643,2021-10-04 00:00:00.000,true,false
644,2021-10-05 00:00:00.000,true,false
645,2021-10-06 00:00:00.000,true,false
646,2021-10-07 00:00:00.000,true,false
647,2021-10-08 00:00:00.000,true,false
648,2021-10-09 00:00:00.000,false,false
649,2021-10-10 00:00:00.000,false,false
650,2021-10-11 00:00:00.000,true,false
651,2021-10-12 00:00:00.000,true,false
652,2021-10-13 00:00:00.000,true,false
653,2021-10-14 00:00:00.000,true,false
654,2021-10-15 00:00:00.000,true,false
655,2021-10-16 00:00:00.000,false,false
656,2021-10-17 00:00:00.000,false,false
657,2021-10-18 00:00:00.000,true,false
658,2021-10-19 00:00:00.000,true,false
659,2021-10-20 00:00:00.000,true,false
660,2021-10-21 00:00:00.000,true,false
661,2021-10-22 00:00:00.000,true,false
662,2021-10-23 00:00:00.000,false,false
663,2021-10-24 00:00:00.000,false,false
664,2021-10-25 00:00:00.000,true,false
665,2021-10-26 00:00:00.000,true,false
666,2021-10-27 00:00:00.000,true,false
667,2021-10-28 00:00:00.000,true,false
668,2021-10-29 00:00:00.000,true,false
669,2021-10-30 00:00:00.000,false,false
670,2021-10-31 00:00:00.000,false,false
671,2021-11-01 00:00:00.000,true,false
672,2021-11-02 00:00:00.000,true,false
673,2021-11-03 00:00:00.000,true,false
674,2021-11-04 00:00:00.000,false,true
675,2021-11-05 00:00:00.000,true,false
676,2021-11-06 00:00:00.000,false,false
677,2021-11-07 00:00:00.000,false,false
678,2021-11-08 00:00:00.000,true,false
679,2021-11-09 00:00:00.000,true,false
680,2021-11-10 00:00:00.000,true,false
681,2021-11-11 00:00:00.000,true,false
682,2021-11-12 00:00:00.000,true,false
683,2021-11-13 00:00:00.000,false,false
684,2021-11-14 00:00:00.000,false,false
685,2021-11-15 00:00:00.000,true,false
686,2021-11-16 00:00:00.000,true,false
687,2021-11-17 00:00:00.000,true,false
688,2021-11-18 00:00:00.000,true,false
689,2021-11-19 00:00:00.000,true,false
690,2021-11-20 00:00:00.000,false,false
691,2021-11-21 00:00:00.000,false,false
692,2021-11-22 00:00:00.000,true,false
693,2021-11-23 00:00:00.000,true,false
694,2021-11-24 00:00:00.000,true,false
695,2021-11-25 00:00:00.000,true,false
696,2021-11-26 00:00:00.000,true,false
697,2021-11-27 00:00:00.000,false,false
698,2021-11-28 00:00:00.000,false,false
699,2021-11-29 00:00:00.000,true,false
700,2021-11-30 00:00:00.000,true,false
701,2021-12-01 00:00:00.000,true,false
702,2021-12-02 00:00:00.000,true,false
703,2021-12-03 00:00:00.000,true,false
704,2021-12-04 00:00:00.000,false,false
705,2021-12-05 00:00:00.000,false,false
706,2021-12-06 00:00:00.000,true,false
707,2021-12-07 00:00:00.000,true,false
708,2021-12-08 00:00:00.000,true,false
709,2021-12-09 00:00:00.000,true,false
710,2021-12-10 00:00:00.000,true,false
711,2021-12-11 00:00:00.000,false,false
712,2021-12-12 00:00:00.000,false,false
713,2021-12-13 00:00:00.000,true,false
714,2021-12-14 00:00:00.000,true,false
715,2021-12-15 00:00:00.000,true,false
716,2021-12-16 00:00:00.000,true,false
717,2021-12-17 00:00:00.000,true,false
718,2021-12-18 00:00:00.000,false,false
719,2021-12-19 00:00:00.000,false,false
720,2021-12-20 00:00:00.000,true,false
721,2021-12-21 00:00:00.000,true,false
722,2021-12-22 00:00:00.000,true,false
723,2021-12-23 00:00:00.000,true,false
724,2021-12-24 00:00:00.000,true,false
725,2021-12-25 00:00:00.000,false,false
726,2021-12-26 00:00:00.000,false,false
727,2021-12-27 00:00:00.000,true,false
728,2021-12-28 00:00:00.000,true,false
729,2021-12-29 00:00:00.000,true,false
730,2021-12-30 00:00:00.000,true,false
731,2021-12-31 00:00:00.000,true,false
732,2022-01-01 00:00:00.000,false,true
733,2022-01-02 00:00:00.000,false,true
734,2022-01-03 00:00:00.000,false,true
735,2022-01-04 00:00:00.000,false,true
736,2022-01-05 00:00:00.000,false,true
737,2022-01-06 00:00:00.000,false,true
738,2022-01-07 00:00:00.000,false,true
739,2022-01-08 00:00:00.000,false,true
740,2022-01-09 00:00:00.000,false,false
741,2022-01-10 00:00:00.000,true,false
742,2022-01-11 00:00:00.000,true,false
743,2022-01-12 00:00:00.000,true,false
744,2022-01-13 00:00:00.000,true,false
745,2022-01-14 00:00:00.000,true,false
746,2022-01-15 00:00:00.000,false,false
747,2022-01-16 00:00:00.000,false,false
748,2022-01-17 00:00:00.000,true,false
749,2022-01-18 00:00:00.000,true,false
750,2022-01-19 00:00:00.000,true,false
751,2022-01-20 00:00:00.000,true,false
752,2022-01-21 00:00:00.000,true,false
753,2022-01-22 00:00:00.000,false,false
754,2022-01-23 00:00:00.000,false,false
755,2022-01-24 00:00:00.000,true,false
756,2022-01-25 00:00:00.000,true,false
757,2022-01-26 00:00:00.000,true,false
758,2022-01-27 00:00:00.000,true,false
759,2022-01-28 00:00:00.000,true,false
760,2022-01-29 00:00:00.000,false,false
761,2022-01-30 00:00:00.000,false,false
762,2022-01-31 00:00:00.000,true,false
763,2022-02-01 00:00:00.000,true,false
764,2022-02-02 00:00:00.000,true,false
765,2022-02-03 00:00:00.000,true,false
766,2022-02-04 00:00:00.000,true,false
767,2022-02-05 00:00:00.000,false,false
768,2022-02-06 00:00:00.000,false,false
769,2022-02-07 00:00:00.000,true,false
770,2022-02-08 00:00:00.000,true,false
771,2022-02-09 00:00:00.000,true,false
772,2022-02-10 00:00:00.000,true,false
773,2022-02-11 00:00:00.000,true,false
774,2022-02-12 00:00:00.000,false,false
775,2022-02-13 00:00:00.000,false,false
776,2022-02-14 00:00:00.000,true,false
777,2022-02-15 00:00:00.000,true,false
778,2022-02-16 00:00:00.000,true,false
779,2022-02-17 00:00:00.000,true,false
780,2022-02-18 00:00:00.000,true,false
781,2022-02-19 00:00:00.000,false,false
782,2022-02-20 00:00:00.000,false,false
783,2022-02-21 00:00:00.000,true,false
784,2022-02-22 00:00:00.000,true,false
785,2022-02-23 00:00:00.000,false,true
786,2022-02-24 00:00:00.000,true,false
787,2022-02-25 00:00:00.000,true,false
788,2022-02-26 00:00:00.000,false,false
789,2022-02-27 00:00:00.000,false,false
790,2022-02-28 00:00:00.000,true,false
791,2022-03-01 00:00:00.000,true,false
792,2022-03-02 00:00:00.000,true,false
793,2022-03-03 00:00:00.000,true,false
794,2022-03-04 00:00:00.000,true,false
795,2022-03-05 00:00:00.000,false,false
796,2022-03-06 00:00:00.000,false,false
797,2022-03-07 00:00:00.000,true,false
798,2022-03-08 00:00:00.000,false,true
799,2022-03-09 00:00:00.000,true,false
800,2022-03-10 00:00:00.000,true,false
801,2022-03-11 00:00:00.000,true,false
802,2022-03-12 00:00:00.000,false,false
803,2022-03-13 00:00:00.000,false,false
804,2022-03-14 00:00:00.000,true,false
805,2022-03-15 00:00:00.000,true,false
806,2022-03-16 00:00:00.000,true,false
807,2022-03-17 00:00:00.000,true,false
808,2022-03-18 00:00:00.000,true,false
809,2022-03-19 00:00:00.000,false,false
810,2022-03-20 00:00:00.000,false,false
811,2022-03-21 00:00:00.000,true,false
812,2022-03-22 00:00:00.000,true,false
813,2022-03-23 00:00:00.000,true,false
814,2022-03-24 00:00:00.000,true,false
815,2022-03-25 00:00:00.000,true,false
816,2022-03-26 00:00:00.000,false,false
817,2022-03-27 00:00:00.000,false,false
818,2022-03-28 00:00:00.000,true,false
819,2022-03-29 00:00:00.000,true,false
820,2022-03-30 00:00:00.000,true,false
821,2022-03-31 00:00:00.000,true,false
822,2022-04-01 00:00:00.000,true,false
823,2022-04-02 00:00:00.000,false,false
824,2022-04-03 00:00:00.000,false,false
825,2022-04-04 00:00:00.000,true,false
826,2022-04-05 00:00:00.000,true,false
827,2022-04-06 00:00:00.000,true,false
828,2022-04-07 00:00:00.000,true,false
829,2022-04-08 00:00:00.000,true,false
830,2022-04-09 00:00:00.000,false,false
831,2022-04-10 00:00:00.000,false,false
832,2022-04-11 00:00:00.000,true,false
833,2022-04-12 00:00:00.000,true,false
834,2022-04-13 00:00:00.000,true,false
835,2022-04-14 00:00:00.000,true,false
836,2022-04-15 00:00:00.000,true,false
837,2022-04-16 00:00:00.000,false,false
838,2022-04-17 00:00:00.000,false,false
839,2022-04-18 00:00:00.000,true,false
840,2022-04-19 00:00:00.000,true,false
841,2022-04-20 00:00:00.000,true,false
842,2022-04-21 00:00:00.000,true,false
843,2022-04-22 00:00:00.000,true,false
844,2022-04-23 00:00:00.000,false,false
845,2022-04-24 00:00:00.000,false,false
846,2022-04-25 00:00:00.000,true,false
847,2022-04-26 00:00:00.000,true,false
848,2022-04-27 00:00:00.000,true,false
849,2022-04-28 00:00:00.000,true,false
850,2022-04-29 00:00:00.000,true,false
851,2022-04-30 00:00:00.000,false,false
852,2022-05-01 00:00:00.000,false,true
853,2022-05-02 00:00:00.000,true,false
854,2022-05-03 00:00:00.000,true,false
855,2022-05-04 00:00:00.000,true,false
856,2022-05-05 00:00:00.000,true,false
857,2022-05-06 00:00:00.000,true,false
858,2022-05-07 00:00:00.000,false,false
859,2022-05-08 00:00:00.000,false,false
860,2022-05-09 00:00:00.000,false,true
861,2022-05-10 00:00:00.000,true,false
862,2022-05-11 00:00:00.000,true,false
863,2022-05-12 00:00:00.000,true,false
864,2022-05-13 00:00:00.000,true,false
865,2022-05-14 00:00:00.000,false,false
866,2022-05-15 00:00:00.000,false,false
867,2022-05-16 00:00:00.000,true,false
868,2022-05-17 00:00:00.000,true,false
869,2022-05-18 00:00:00.000,true,false
870,2022-05-19 00:00:00.000,true,false
871,2022-05-20 00:00:00.000,true,false
872,2022-05-21 00:00:00.000,false,false
873,2022-05-22 00:00:00.000,false,false
874,2022-05-23 00:00:00.000,true,false
875,2022-05-24 00:00:00.000,true,false
876,2022-05-25 00:00:00.000,true,false
877,2022-05-26 00:00:00.000,true,false
878,2022-05-27 00:00:00.000,true,false
879,2022-05-28 00:00:00.000,false,false
880,2022-05-29 00:00:00.000,false,false
881,2022-05-30 00:00:00.000,true,false
882,2022-05-31 00:00:00.000,true,false
883,2022-06-01 00:00:00.000,true,false
884,2022-06-02 00:00:00.000,true,false
885,2022-06-03 00:00:00.000,true,false
886,2022-06-04 00:00:00.000,false,false
887,2022-06-05 00:00:00.000,false,false
888,2022-06-06 00:00:00.000,true,false
889,2022-06-07 00:00:00.000,true,false
890,2022-06-08 00:00:00.000,true,false
891,2022-06-09 00:00:00.000,true,false
892,2022-06-10 00:00:00.000,true,false
893,2022-06-11 00:00:00.000,false,false
894,2022-06-12 00:00:00.000,false,true
895,2022-06-13 00:00:00.000,true,false
896,2022-06-14 00:00:00.000,true,false
897,2022-06-15 00:00:00.000,true,false
898,2022-06-16 00:00:00.000,true,false
899,2022-06-17 00:00:00.000,true,false
900,2022-06-18 00:00:00.000,false,false
901,2022-06-19 00:00:00.000,false,false
902,2022-06-20 00:00:00.000,true,false
903,2022-06-21 00:00:00.000,true,false
904,2022-06-22 00:00:00.000,true,false
905,2022-06-23 00:00:00.000,true,false
906,2022-06-24 00:00:00.000,true,false
907,2022-06-25 00:00:00.000,false,false
908,2022-06-26 00:00:00.000,false,false
909,2022-06-27 00:00:00.000,true,false
910,2022-06-28 00:00:00.000,true,false
911,2022-06-29 00:00:00.000,true,false
912,2022-06-30 00:00:00.000,true,false
913,2022-07-01 00:00:00.000,true,false
914,2022-07-02 00:00:00.000,false,false
915,2022-07-03 00:00:00.000,false,false
916,2022-07-04 00:00:00.000,true,false
917,2022-07-05 00:00:00.000,true,false
918,2022-07-06 00:00:00.000,true,false
919,2022-07-07 00:00:00.000,true,false
920,2022-07-08 00:00:00.000,true,false
921,2022-07-09 00:00:00.000,false,false
922,2022-07-10 00:00:00.000,false,false
923,2022-07-11 00:00:00.000,true,false
924,2022-07-12 00:00:00.000,true,false
925,2022-07-13 00:00:00.000,true,false
926,2022-07-14 00:00:00.000,true,false
927,2022-07-15 00:00:00.000,true,false
928,2022-07-16 00:00:00.000,false,false
929,2022-07-17 00:00:00.000,false,false
930,2022-07-18 00:00:00.000,true,false
931,2022-07-19 00:00:00.000,true,false
932,2022-07-20 00:00:00.000,true,false
933,2022-07-21 00:00:00.000,true,false
934,2022-07-22 00:00:00.000,true,false
935,2022-07-23 00:00:00.000,false,false
936,2022-07-24 00:00:00.000,false,false
937,2022-07-25 00:00:00.000,true,false
938,2022-07-26 00:00:00.000,true,false
939,2022-07-27 00:00:00.000,true,false
940,2022-07-28 00:00:00.000,true,false
941,2022-07-29 00:00:00.000,true,false
942,2022-07-30 00:00:00.000,false,false
943,2022-07-31 00:00:00.000,false,false
944,2022-08-01 00:00:00.000,true,false
945,2022-08-02 00:00:00.000,true,false
946,2022-08-03 00:00:00.000,true,false
947,2022-08-04 00:00:00.000,true,false
948,2022-08-05 00:00:00.000,true,false
949,2022-08-06 00:00:00.000,false,false
950,2022-08-07 00:00:00.000,false,false
951,2022-08-08 00:00:00.000,true,false
952,2022-08-09 00:00:00.000,true,false
953,2022-08-10 00:00:00.000,true,false
954,2022-08-11 00:00:00.000,true,false
955,2022-08-12 00:00:00.000,true,false
956,2022-08-13 00:00:00.000,false,false
957,2022-08-14 00:00:00.000,false,false
958,2022-08-15 00:00:00.000,true,false
959,2022-08-16 00:00:00.000,true,false
960,2022-08-17 00:00:00.000,true,false
961,2022-08-18 00:00:00.000,true,false
962,2022-08-19 00:00:00.000,true,false
963,2022-08-20 00:00:00.000,false,false
964,2022-08-21 00:00:00.000,false,false
965,2022-08-22 00:00:00.000,true,false
966,2022-08-23 00:00:00.000,true,false
967,2022-08-24 00:00:00.000,true,false
968,2022-08-25 00:00:00.000,true,false
969,2022-08-26 00:00:00.000,true,false
970,2022-08-27 00:00:00.000,false,false
971,2022-08-28 00:00:00.000,false,false
972,2022-08-29 00:00:00.000,true,false
973,2022-08-30 00:00:00.000,true,false
974,2022-08-31 00:00:00.000,true,false
975,2022-09-01 00:00:00.000,true,false
976,2022-09-02 00:00:00.000,true,false
977,2022-09-03 00:00:00.000,false,false
978,2022-09-04 00:00:00.000,false,false
979,2022-09-05 00:00:00.000,true,false
980,2022-09-06 00:00:00.000,true,false
981,2022-09-07 00:00:00.000,true,false
982,2022-09-08 00:00:00.000,true,false
983,2022-09-09 00:00:00.000,true,false
984,2022-09-10 00:00:00.000,false,false
985,2022-09-11 00:00:00.000,false,false
986,2022-09-12 00:00:00.000,true,false
987,2022-09-13 00:00:00.000,true,false
988,2022-09-14 00:00:00.000,true,false
989,2022-09-15 00:00:00.000,true,false
990,2022-09-16 00:00:00.000,true,false
991,2022-09-17 00:00:00.000,false,false
992,2022-09-18 00:00:00.000,false,false
993,2022-09-19 00:00:00.000,true,false
994,2022-09-20 00:00:00.000,true,false
995,2022-09-21 00:00:00.000,true,false
996,2022-09-22 00:00:00.000,true,false
997,2022-09-23 00:00:00.000,true,false
998,2022-09-24 00:00:00.000,false,false
999,2022-09-25 00:00:00.000,false,false
1000,2022-09-26 00:00:00.000,true,false
1001,2022-09-27 00:00:00.000,true,false
1002,2022-09-28 00:00:00.000,true,false
1003,2022-09-29 00:00:00.000,true,false
1004,2022-09-30 00:00:00.000,true,false
1005,2022-10-01 00:00:00.000,false,false
1006,2022-10-02 00:00:00.000,false,false
1007,2022-10-03 00:00:00.000,true,false
1008,2022-10-04 00:00:00.000,true,false
1009,2022-10-05 00:00:00.000,true,false
1010,2022-10-06 00:00:00.000,true,false
1011,2022-10-07 00:00:00.000,true,false
1012,2022-10-08 00:00:00.000,false,false
1013,2022-10-09 00:00:00.000,false,false
1014,2022-10-10 00:00:00.000,true,false
1015,2022-10-11 00:00:00.000,true,false
1016,2022-10-12 00:00:00.000,true,false
1017,2022-10-13 00:00:00.000,true,false
1018,2022-10-14 00:00:00.000,true,false
1019,2022-10-15 00:00:00.000,false,false
1020,2022-10-16 00:00:00.000,false,false
1021,2022-10-17 00:00:00.000,true,false
1022,2022-10-18 00:00:00.000,true,false
1023,2022-10-19 00:00:00.000,true,false
1024,2022-10-20 00:00:00.000,true,false
1025,2022-10-21 00:00:00.000,true,false
1026,2022-10-22 00:00:00.000,false,false
1027,2022-10-23 00:00:00.000,false,false
1028,2022-10-24 00:00:00.000,true,false
1029,2022-10-25 00:00:00.000,true,false
1030,2022-10-26 00:00:00.000,true,false
1031,2022-10-27 00:00:00.000,true,false
1032,2022-10-28 00:00:00.000,true,false
1033,2022-10-29 00:00:00.000,false,false
1034,2022-10-30 00:00:00.000,false,false
1035,2022-10-31 00:00:00.000,true,false
1036,2022-11-01 00:00:00.000,true,false
1037,2022-11-02 00:00:00.000,true,false
1038,2022-11-03 00:00:00.000,true,false
1039,2022-11-04 00:00:00.000,false,true
1040,2022-11-05 00:00:00.000,false,false
1041,2022-11-06 00:00:00.000,false,false
1042,2022-11-07 00:00:00.000,true,false
1043,2022-11-08 00:00:00.000,true,false
1044,2022-11-09 00:00:00.000,true,false
1045,2022-11-10 00:00:00.000,true,false
1046,2022-11-11 00:00:00.000,true,false
1047,2022-11-12 00:00:00.000,false,false
1048,2022-11-13 00:00:00.000,false,false
1049,2022-11-14 00:00:00.000,true,false
1050,2022-11-15 00:00:00.000,true,false
1051,2022-11-16 00:00:00.000,true,false
1052,2022-11-17 00:00:00.000,true,false
1053,2022-11-18 00:00:00.000,true,false
1054,2022-11-19 00:00:00.000,false,false
1055,2022-11-20 00:00:00.000,false,false
1056,2022-11-21 00:00:00.000,true,false
1057,2022-11-22 00:00:00.000,true,false
1058,2022-11-23 00:00:00.000,true,false
1059,2022-11-24 00:00:00.000,true,false
1060,2022-11-25 00:00:00.000,true,false
1061,2022-11-26 00:00:00.000,false,false
1062,2022-11-27 00:00:00.000,false,false
1063,2022-11-28 00:00:00.000,true,false
1064,2022-11-29 00:00:00.000,true,false
1065,2022-11-30 00:00:00.000,true,false
1066,2022-12-01 00:00:00.000,true,false
1067,2022-12-02 00:00:00.000,true,false
1068,2022-12-03 00:00:00.000,false,false
1069,2022-12-04 00:00:00.000,false,false
1070,2022-12-05 00:00:00.000,true,false
1071,2022-12-06 00:00:00.000,true,false
1072,2022-12-07 00:00:00.000,true,false
1073,2022-12-08 00:00:00.000,true,false
1074,2022-12-09 00:00:00.000,true,false
1075,2022-12-10 00:00:00.000,false,false
1076,2022-12-11 00:00:00.000,false,false
1077,2022-12-12 00:00:00.000,true,false
1078,2022-12-13 00:00:00.000,true,false
1079,2022-12-14 00:00:00.000,true,false
1080,2022-12-15 00:00:00.000,true,false
1081,2022-12-16 00:00:00.000,true,false
1082,2022-12-17 00:00:00.000,false,false
1083,2022-12-18 00:00:00.000,false,false
1084,2022-12-19 00:00:00.000,true,false
1085,2022-12-20 00:00:00.000,true,false
1086,2022-12-21 00:00:00.000,true,false
1087,2022-12-22 00:00:00.000,true,false
1088,2022-12-23 00:00:00.000,true,false
1089,2022-12-24 00:00:00.000,false,false
1090,2022-12-25 00:00:00.000,false,false
1091,2022-12-26 00:00:00.000,true,false
1092,2022-12-27 00:00:00.000,true,false
1093,2022-12-28 00:00:00.000,true,false
1094,2022-12-29 00:00:00.000,true,false
1095,2022-12-30 00:00:00.000,true,false
1096,2022-12-31 00:00:00.000,false,false
